"citizenId","firstName","lastName","sex","mobile","email","aadhaar","raadhaar","javixId","citizenLoginId","pstatus","isInstant","updatedAt","createdAt","screenerId"
"167300034686688989","Seema1","varma2","Female","5213194845","as@gmail.com","452131945787",,"Bihar/Ar/00/Sv05012023/749","as@gmail.com",3,0,"2023-01-12T08:17:11.975Z","2023-01-06T10:19:06.867Z","167299905268485932"
"167300448606489523","harshal1","joshi2","Male","",,"213195986494",,"Javix State/Ja/00/hj04012023/119","167300448606489523",1,0,"2023-01-06T12:01:34.599Z","2023-01-06T11:28:06.065Z","167299905268485932"
"167302124274657582","jeson1","sharma2","Male","5632959868","ad@gmail.com","452135978797",,"Assam/Ch/00/js03012023/409","ad@gmail.com",3,0,"2023-01-06T16:19:37.533Z","2023-01-06T16:07:22.748Z","167299905268485932"
"167302170384316233","jeso","shaha","Male","",,"594245491619",,"Javix State/Ja/00/js03012023/910","167302170384316233",1,0,"2023-01-06T16:15:27.092Z","2023-01-06T16:15:03.844Z","167299905268485932"
"167303248074695210","saurabh","bagul","Male","7878787878","sb@gmail.com ","556699484546",,"Goa/So/00/sb07011987/110","sb@gmail.com ",3,0,"2023-01-06T19:18:15.376Z","2023-01-06T19:14:40.748Z","167299905268485932"
"167303275168265208","Ganesh","Sonawane","Male","1234567890","ganeshs@gmail.co .","123456789001",,"Maharashtra/Ah/00/GS01122022/477","ganeshs@gmail.co .",3,0,"2023-01-07T03:15:25.014Z","2023-01-06T19:19:11.683Z","167299905268485932"
"167306845613230797","riyansh1","sharma1","Male","9568326536","as1@gmail.com","452134985898",,"Dadra and Nagar Haveli /Da/00/rs05012023/230","as1@gmail.com",3,0,"2023-01-07T05:25:31.887Z","2023-01-07T05:14:16.133Z","167299905268485932"
"167307091613230256","akshada1@","sanap@1","Female","1234567891","akshadasanap@gmail.comm","216546846846",,"Daman and Diu /Da/00/as07012023/242","akshadasanap@gmail.comm",0,0,"2023-01-07T05:55:16.133Z","2023-01-07T05:55:16.133Z","167299905268485932"
"167307103685110762","akshada1@","sanap1@","Female","1234567891","akshadasanapp@gmail.comm","252368096658",,"Daman and Diu /Da/00/as07012023/386","akshadasanapp@gmail.comm",3,0,"2023-01-14T09:15:10.731Z","2023-01-07T05:57:16.853Z","167299905268485932"
"167307132844114183","Sayalii","Varkhede","Female","9534832834","sayavarkh@gmail.com","564846543546",,"Jharkhand/Go/00/SV07012023/860","sayavarkh@gmail.com",1,0,"2023-01-07T06:04:27.294Z","2023-01-07T06:02:08.442Z","167299905268485932"
"167308507115735170","suyog1","varma","Male","2151346598","ss@gmail.com","542319584079",,"Maharashtra/Ah/00/sv05012023/370","ss@gmail.com",3,0,"2023-01-14T09:11:51.474Z","2023-01-07T09:51:11.158Z","167299905268485932"
"167308608207636174","Jenison","varma","Male","6656565649","jenisonverna@gmail.com","597949484848",,"Chhattisgarh/Da/00/Jv01012023/151","jenisonverna@gmail.com",3,0,"2023-01-12T07:29:33.825Z","2023-01-07T10:08:02.077Z","167299905268485932"
"167311180113090003","ramesh","khatri","Male","7768071127","rk@gmail.com ","546497878764",,"Maharashtra/Dh/00/rk07011976/606","rk@gmail.com ",3,0,"2023-01-08T02:50:26.642Z","2023-01-07T17:16:41.131Z","167299905268485932"
"167311188214311718","gulab","khatri","Male","7780549494","gk@gmail.com ","646797879797",,"Maharashtra/Na/00/gk07012002/282","gk@gmail.com ",3,0,"2023-01-11T11:42:25.798Z","2023-01-07T17:18:02.144Z","167299905268485932"
"167311203040699532","ravi","dhiman","Male","9497948497","hsjsjd@gmail.com ","946497948484",,"Maharashtra/Ah/00/rd07012011/838","hsjsjd@gmail.com ",0,0,"2023-01-07T17:20:30.407Z","2023-01-07T17:20:30.407Z","167299905268485932"
"167311316074027664","rajuramesh","khatari","Male","7123454848","rrr@gmail.com","123454679979",,"Maharashtra/Ah/00/rk06012023/190","rrr@gmail.com",3,0,"2023-01-07T17:42:36.555Z","2023-01-07T17:39:20.741Z","167299905268485932"
"167312492251165528","Virat","Khatri","Male","8523485787","virat@gmail.com","698506938045",,"Gujarat/Bo/00/VK12011988/367","virat@gmail.com",0,0,"2023-01-07T20:55:22.512Z","2023-01-07T20:55:22.512Z","167299905268485932"
"167312515512524880","Akshay","Khatari","Male","6784656346","akshay@gmail.com","745674563456",,"Haryana/Fa/00/AK12111997/991","akshay@gmail.com",1,0,"2023-01-07T21:25:24.866Z","2023-01-07T20:59:15.126Z","167299905268485932"
"167314506645743278","Rajesh","Khatari","Male","5545941588","rajeshk@gmail.com","123456789012",,"Maharashtra/Be/00/RK01012019/276","rajeshk@gmail.com",3,0,"2023-01-08T02:52:23.058Z","2023-01-08T02:31:06.458Z","167299905268485932"
"167316488433295517","pushpa","kumar","Male","8899976464","pkk@gmail.com ","979764648484",,"Maharashtra/Pa/00/pk08011998/971","pkk@gmail.com ",1,0,"2023-01-08T08:01:46.965Z","2023-01-08T08:01:24.334Z","167299905268485932"
"167316505705050777","ravi","pushpakari","Male","9797649494","hsjsks@gmail.com ","646494949494",,"Maharashtra/Dh/00/rp08011983/109","hsjsks@gmail.com ",3,0,"2023-01-08T08:09:08.572Z","2023-01-08T08:04:17.051Z","167299905268485932"
"167316554363541998","akshada","sana1","Female","5231564789","as@dmail.com","823558963899",,"Maharashtra/Ah/00/as06012023/412","as@dmail.com",1,0,"2023-01-08T08:12:45.031Z","2023-01-08T08:12:23.636Z","167299905268485932"
"167324136291368996","akshada123","sanap123","Female","8563258659","as123@gmail.comm","856321478569",,"Maharashtra/Hi/00/as08012023/656","as123@gmail.comm",3,0,"2023-01-09T06:25:07.304Z","2023-01-09T05:16:02.914Z","167299905268485932"
"167324294786625221","akshada133","avhad","Female","9754624359","akshada123@gmail.comm","523464689894",,"Gujarat/Ch/00/aa07012023/488","akshada123@gmail.comm",1,0,"2023-01-09T08:54:33.782Z","2023-01-09T05:42:27.867Z","167299905268485932"
"167324301240440826","Devaki","varkhede","Female","5648648648","devaki@gmaol.com","964946846864",,"Chhattisgarh/Ba/00/Dv09012023/276","devaki@gmaol.com",3,0,"2023-01-09T07:07:29.104Z","2023-01-09T05:43:32.405Z","167299905268485932"
"167325532507639663","akshadasanap","1","Female","6534649946","ak@gmail.com","646454849945",,"Bihar/Da/00/a103012023/957","ak@gmail.com",3,0,"2023-01-11T12:09:23.665Z","2023-01-09T09:08:45.078Z","167299924164034194"
"167325625988360219","akshada","sanap","Female","9685213151","ac@gmail.com","975727653595",,"Maharashtra/Ah/00/as05012023/362","ac@gmail.com",0,0,"2023-01-09T09:24:19.887Z","2023-01-09T09:24:19.887Z","167299924164034194"
"167325999592697934","priyanka","kumavat","Female","5724643495","priyank12@gmail.com","972764655995",,"Arunachal Pradesh/Ta/00/pk04012023/956","priyank12@gmail.com",3,0,"2023-01-11T11:14:54.481Z","2023-01-09T10:26:35.927Z","167299905268485932"
"167326008764424593","priya","kumavat","Female","6424546494","priy@gmail.com","468386565959",,"Chhattisgarh/Bi/00/pk04012023/287","priy@gmail.com",1,0,"2023-01-10T15:29:40.841Z","2023-01-09T10:28:07.646Z","167299905268485932"
"167336531170738810","raj","raman","Male","7768071127","jaksksk@gmail.com","646487876464",,"Maharashtra/Ch/00/rr10011989/430","jaksksk@gmail.com",3,0,"2023-01-11T10:59:20.502Z","2023-01-10T15:41:51.709Z","167299905268485932"
"167341466507354690","Sumago1","infotech","Female","8965325124","abc11@gmail.com","121345468978",,"Arunachal Pradesh/Kr/00/Si04012023/392","abc11@gmail.com",1,0,"2023-01-11T05:28:46.939Z","2023-01-11T05:24:25.073Z","167299905268485932"
"167341559346877237","Seema","jain","Female","9503331215","abca1@gmail.commm","452139154243",,"Andhra Pradesh/An/00/Sj11012023/486","abca1@gmail.commm",1,0,"2023-01-11T05:41:00.333Z","2023-01-11T05:39:53.469Z","167299905268485932"
"167341760640514072","Akshada","avhad","Female","6523184986","akshada@gmail.com","521346568949",,"Chhattisgarh/Da/00/Aa10012023/134","akshada@gmail.com",1,0,"2023-01-11T06:13:57.241Z","2023-01-11T06:13:26.406Z","167299905268485932"
"167342112786153686","akshada123","avhad123","Female","4562356898","abc45@gmail.com","452135988797",,"Goa/No/00/aa05012023/792","abc45@gmail.com",3,0,"2023-01-11T09:41:20.097Z","2023-01-11T07:12:07.865Z","167299905268485932"
"167343329621337667","aabc","sbc","Female","",,"523145668588",,"Javix State/Ja/00/as05012023/505","167343329621337667",3,0,"2023-01-12T06:30:39.826Z","2023-01-11T10:34:56.214Z","167299905268485932"
"167344321787554098","shruti","desai","Female","8583568212","shruti@gmail.com ","123963852789",,"Lakshadweep /Ka/00/sd05112020/516","shruti@gmail.com ",3,0,"2023-01-11T17:20:03.327Z","2023-01-11T13:20:17.876Z","167299905268485932"
